date,time,time_epoch,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv
2023-06-22,03:00,1687382100,20.5,68.9,0,Partly cloudy,1.3,2.2,4,N,1005.0,29.67,0.0,0.0,83,32,20.5,68.9,20.5,68.9,20.5,68.9,17.5,63.5,0,0,0,0,10.0,6.0,2.5,4.0,1.0
2023-06-22,04:00,1687385700,20.7,69.3,0,Patchy rain possible,0.7,1.1,325,NW,1005.0,29.68,0.2,0.01,83,83,20.7,69.3,20.7,69.3,20.7,69.3,17.8,64.0,0,0,0,0,9.0,5.0,1.1,1.8,1.0
2023-06-22,05:00,1687389300,21.4,70.5,0,Partly cloudy,0.4,0.7,46,NE,1006.0,29.69,0.0,0.0,82,31,21.4,70.5,21.4,70.5,24.3,75.7,18.2,64.8,0,0,0,0,10.0,6.0,0.7,1.1,1.0
2023-06-22,06:00,1687392900,22.8,73.0,1,Patchy rain possible,0.7,1.1,52,NE,1006.0,29.71,0.1,0.0,76,73,24.9,76.8,22.8,73.0,24.9,76.8,18.4,65.1,0,0,0,0,10.0,6.0,0.9,1.4,5.0
2023-06-22,07:00,1687396500,24.2,75.6,1,Partly cloudy,0.9,1.4,123,ESE,1006.0,29.72,0.0,0.0,70,31,25.9,78.6,24.2,75.6,25.9,78.6,18.4,65.1,0,0,0,0,10.0,6.0,1.1,1.8,6.0
2023-06-22,08:00,1687400100,25.8,78.4,1,Patchy rain possible,1.3,2.2,227,SW,1006.0,29.72,0.4,0.02,65,75,27.3,81.1,25.8,78.4,27.3,81.1,18.8,65.8,0,0,0,0,9.0,5.0,1.6,2.5,6.0
2023-06-22,09:00,1687403700,26.8,80.2,1,Partly cloudy,3.4,5.4,245,WSW,1006.0,29.71,0.0,0.0,63,44,28.3,82.9,26.8,80.2,28.3,82.9,19.1,66.4,0,0,0,0,10.0,6.0,4.0,6.5,7.0
2023-06-22,10:00,1687407300,27.5,81.5,1,Patchy rain possible,4.9,7.9,250,WSW,1006.0,29.7,0.3,0.01,60,80,29.0,84.2,27.5,81.5,29.0,84.2,19.0,66.2,0,0,0,0,9.0,5.0,6.9,11.2,6.0
2023-06-22,11:00,1687410900,28.9,84.0,1,Partly cloudy,5.4,8.6,245,WSW,1005.0,29.68,0.0,0.0,59,46,31.0,87.8,28.9,84.0,31.0,87.8,20.0,68.0,0,0,0,0,10.0,6.0,7.6,12.2,7.0
2023-06-22,12:00,1687414500,29.6,85.3,1,Patchy rain possible,5.8,9.4,242,WSW,1004.0,29.65,0.7,0.03,56,84,31.7,89.1,29.6,85.3,31.7,89.1,19.9,67.8,0,0,0,0,9.0,5.0,7.4,11.9,6.0
2023-06-22,13:00,1687418100,28.9,84.0,1,Patchy rain possible,6.5,10.4,243,WSW,1003.0,29.62,0.5,0.02,59,71,31.0,87.8,28.9,84.0,31.0,87.8,20.1,68.2,0,0,0,0,9.0,5.0,8.5,13.7,6.0
2023-06-22,14:00,1687421700,26.7,80.1,1,Moderate or heavy rain shower,5.6,9.0,248,WSW,1003.0,29.63,2.8,0.11,67,76,28.5,83.3,26.7,80.1,28.5,83.3,20.0,68.0,0,0,0,0,7.0,4.0,8.9,14.4,6.0
2023-06-22,15:00,1687425300,26.3,79.3,1,Patchy rain possible,4.7,7.6,247,WSW,1004.0,29.63,0.7,0.03,71,81,28.3,82.9,26.3,79.3,28.3,82.9,20.7,69.3,0,0,0,0,9.0,5.0,7.4,11.9,6.0
2023-06-22,16:00,1687428900,24.8,76.6,1,Light rain shower,3.4,5.4,236,WSW,1004.0,29.64,1.0,0.04,79,88,26.8,80.2,24.8,76.6,26.8,80.2,20.8,69.4,0,0,0,0,10.0,6.0,6.3,10.1,5.0
2023-06-22,17:00,1687432500,24.9,76.8,1,Moderate or heavy rain shower,2.2,3.6,257,WSW,1004.0,29.63,4.3,0.17,79,76,26.9,80.4,24.9,76.8,26.9,80.4,21.0,69.8,0,0,0,0,7.0,4.0,4.0,6.5,5.0
2023-06-22,18:00,1687436100,24.0,75.2,1,Patchy rain possible,2.7,4.3,275,W,1004.0,29.66,0.4,0.02,83,87,26.0,78.8,24.0,75.2,26.0,78.8,20.9,69.6,0,0,0,0,9.0,5.0,3.6,5.8,5.0
2023-06-22,19:00,1687439700,23.3,73.9,1,Patchy light rain with thunder,3.6,5.8,306,NW,1005.0,29.68,0.3,0.01,86,70,25.4,77.7,23.3,73.9,25.4,77.7,20.8,69.4,0,0,0,0,10.0,6.0,5.1,8.3,5.0
2023-06-22,20:00,1687443300,22.6,72.7,0,Light rain shower,2.5,4.0,294,WNW,1006.0,29.69,0.9,0.04,86,86,24.9,76.8,22.6,72.7,24.9,76.8,20.1,68.2,0,0,0,0,10.0,6.0,4.0,6.5,1.0
2023-06-22,21:00,1687446900,22.2,72.0,0,Patchy light rain with thunder,1.3,2.2,296,WNW,1006.0,29.71,0.2,0.01,88,82,24.6,76.3,22.2,72.0,24.6,76.3,20.0,68.0,0,0,0,0,10.0,6.0,2.2,3.6,1.0
2023-06-22,22:00,1687450500,21.9,71.4,0,Light rain shower,1.8,2.9,260,W,1007.0,29.72,0.2,0.01,90,99,21.9,71.4,21.9,71.4,24.5,76.1,20.1,68.2,0,0,0,0,10.0,6.0,2.7,4.3,1.0
2023-06-22,23:00,1687454100,21.8,71.2,0,Light rain shower,2.0,3.2,226,SW,1006.0,29.71,0.5,0.02,92,100,21.8,71.2,21.8,71.2,24.4,75.9,20.4,68.7,0,0,0,0,10.0,6.0,2.7,4.3,1.0
